StoryID	Setting	Comment	Capacity
tng3x14	Enterprise-D holodeck		gridlines; science lab; space station; living area
tng3x14	Enterprise-D observation lounge		art studio
tng3x14	art studio		
tng3x14	gridlines		
tng3x14	science lab		
tng3x14	space station		
tng3x14	living area		
tng3x15	Enterprise-D bridge		
tng3x15	Enterprise-D ready room		
tng3x15	Enterprise-D observation lounge		meeting room
tng3x15	meeting room		
tng3x15	Enterprise-D sickbay		
tng3x15	Ten Forward		bar
tng3x15	bar		
tng3x15	Enterprise-D corridor		
tng3x15	Enterprise-D turbolift		
tng3x15	Enterprise-D engineering		
tng3x15	Enterprise-D transporter room		
tng3x15	Enterprise-D Tasha's quarters		
tng3x15	Enterprise-C main bridge		smoke filled room
tng3x15	smoke filled room		
tng3x16	Enterprise-D bridge		
tng3x16	Enterprise-D ready room		
tng3x16	Enterprise-D observation lounge		meeting room
tng3x16	meeting room		
tng3x16	Enterprise-D turbolift		
tng3x16	Enterprise-D corridor		
tng3x16	Ten Forward		bar
tng3x16	bar		
tng3x16	Enterprise-D principal's office		
tng3x16	Enterprise-D holodeck		gridlines
tng3x16	gridlines		
tng3x16	Enterprise-D Data's quarters		
tng3x16	Enterprise-D Troi's quarters		
tng3x16	Enterprise-D Picard's quarters		bedroom
tng3x16	bedroom		
tng3x16	Enterprise-D Beverly's office		
tng3x16	Enterprise-D science lab		
tng3x17	Enterprise-D bridge		
tng3x17	Enterprise-D ready room		
tng3x17	Enterprise-D turbolift		
tng3x17	Enterprise-D corridor		
tng3x17	Enterprise-D transporter room		
tng3x17	Ten Forward		bar
tng3x17	bar		
tng3x17	Enterprise-D sickbay		
tng3x17	Enterprise-D Captain's quarters		dinner table
tng3x17	dinner table		
tng3x17	Enterprise-D Kurn's quarters		
tng3x17	antechamber		
tng3x17	great hall		
tng3x17	pedestrian tunnel		
tng3x17	Klingon living room		
tng3x17	chamber		
tng3x17	Klingon city street		
tng3x18	Enterprise-D bridge		
tng3x18	Enterprise-D ready room		
tng3x18	Enterprise-D sickbay		
tng3x18	Ten Forward		bar
tng3x18	bar		
tng3x18	Enterprise-D corridor		
tng3x18	Enterprise-D Picard's quarters		dinner table; living room
tng3x18	dinner table		
tng3x18	living room		
tng3x18	Enterprise-D Riker's quarters		poker table; meeting room
tng3x18	poker table		
tng3x18	meeting room		
tng3x18	Enterprise-D Data's quarters		
tng3x18	Enterprise-D Beverly's office		
tng3x18	holding cell		
tng3x19	Enterprise-D bridge		
tng3x19	Enterprise-D ready room		
tng3x19	Enterprise-D turbolift		
tng3x19	Enterprise-D Picard's quarters		
tng3x19	Enterprise-D corridor		
tng3x19	resort area		
tng3x19	hotel lobby		
tng3x19	hotel room		
tng3x19	cavern		
tng3x20	Enterprise-D bridge		
tng3x20	Enterprise-D ready room		
tng3x20	Enterprise-D transporter room		
tng3x20	Enterprise-D corridor		
tng3x20	Enterprise-D turbolift		
tng3x20	Enterprise-D observation lounge		meeting room
tng3x20	meeting room		
tng3x20	Enterprise-D sickbay		
tng3x20	Enterprise-D Beverly's office		
tng3x20	Enterprise-D Tam's quarters		
tng3x20	Enterprise-D Data's quarters		
tng3x20	Enterprise-D engineering		
tng3x20	Ten Forward		bar
tng3x20	bar		
tng3x20	Tin Man control room		
tng3x20	Tin Man corridor		
tng3x21	Enterprise-D bridge		
tng3x21	Enterprise-D ready room		
tng3x21	Enterprise-D cargo bay		
tng3x21	Ten Forward		bar
tng3x21	bar		
tng3x21	Enterprise-D Troi's office		
tng3x21	Enterprise-D corridor		
tng3x21	Enterprise-D turbolift		
tng3x21	Enterprise-D transporter room		
tng3x21	Enterprise-D holodeck		Enterprise-D bridge; Ten Forward; Enterprise-D Troi's office; woodland glade; gridlines
tng3x21	woodland glade		
tng3x21	gridlines		
tng3x22	Enterprise-D bridge		
tng3x22	Enterprise-D ready room		
tng3x22	Enterprise-D observation lounge		meeting room
tng3x22	meeting room		
tng3x22	Enterprise-D transporter room		
tng3x22	Enterprise-D Data's quarters		
tng3x22	Enterprise-D Geordi's quarters		bedroom
tng3x22	bedroom		
tng3x22	Enterprise-D corridor		
tng3x22	Enterprise-D turbolift		
tng3x22	Enterprise-D engineering		
tng3x22	Enterprise-D brig		
tng3x22	cavern		
tng3x22	Jovis cargo bay		
tng3x22	Jovis trophy room		
tng3x23	Enterprise-D bridge		
tng3x23	Enterprise-D ready room		
tng3x23	Enterprise-D observation lounge		meeting room
tng3x23	meeting room		
tng3x23	Enterprise-D conference room		
tng3x23	Enterprise-D transporter room		
tng3x23	Enterprise-D corridor		
tng3x23	Enterprise-D turbolift		
tng3x23	Ten Forward		
tng3x23	Enterprise-D Beverly's office		
tng3x23	Enterprise-D Picard's quarters		
tng3x23	Enterprise-D Sarek's quarters		
tng3x23	Enterprise-D theater		
tng3x24	Enterprise-D bridge		
tng3x24	Enterprise-D ready room		
tng3x24	Ten Forward		reception room
tng3x24	Enterprise-D engineering		
tng3x24	Enterprise-D Troi's quarters		
tng3x24	Enterprise-D transporter room		
tng3x24	Enterprise-D corridor		
tng3x24	Krayton brig		
tng3x24	Krayton laboratory		
tng3x24	Krayton captain's quarters		bedroom
tng3x24	bedroom		
tng3x24	woodland glade		
tng3x24	futuristic cityscape		
tng3x25	Enterprise-D bridge		
tng3x25	Enterprise-D ready room		
tng3x25	Enterprise-D observation lounge		meeting room
tng3x25	meeting room		
tng3x25	Ten Forward		bar
tng3x25	bar		
tng3x25	Enterprise-D sickbay		operating theater
tng3x25	operating theater		
tng3x25	Enterprise-D engineering		
tng3x25	Enterprise-D corridor		
tng3x25	Enterprise-D Beverly's quarters		dinner table
tng3x25	dinner table		
tng3x25	Enterprise-D turbolift		
tng3x25	Enterprise-D shuttle bay		
tng3x25	Enterprise-D shuttle bay control booth		
tng3x25	Enterprise-D catwalk		
tng3x25	xeric scrubland		
tng3x26	Enterprise-D bridge		
tng3x26	Enterprise-D ready room		
tng3x26	Enterprise-D observation lounge		meeting room
tng3x26	meeting room		
tng3x26	Enterprise-D turbolift		
tng3x26	Enterprise-D corridor		
tng3x26	Enterprise-D transporter room		
tng3x26	Ten Forward		bar
tng3x26	bar		
tng3x26	Enterprise-D engineering		
tng3x26	Enterprise-D Picard's quarters		
tng3x26	Enterprise-D Riker's quarters		poker table
tng3x26	poker table		
tng3x26	Enterprise-D Shelby's quarters		
tng3x26	Borg cube interior		
tng3x26	Borg cube corridor		
tng3x26	crater		
tng4x01	Enterprise-D bridge		
tng4x01	Enterprise-D battle bridge		
tng4x01	Enterprise-D ready room		
tng4x01	Enterprise-D engineering		
tng4x01	Enterprise-D sickbay		
tng4x01	Enterprise-D science lab		
tng4x01	Enterprise-D corridor		
tng4x01	Enterprise-D turbolift		
tng4x01	Enterprise-D observation lounge		meeting room
tng4x01	meeting room		
tng4x01	Enterprise-D transporter room		
tng4x01	Borg cube machine room		
tng4x01	Admiral Hanson's ship ready room		
tng4x01	Admiral Hanson's ship battle bridge		
tng4x02	Enterprise-D corridor		
tng4x02	Enterprise-D transporter room		
tng4x02	Enterprise-D holodeck		gridlines
tng4x02	gridlines		
tng4x02	Enterprise-D Beverly's office		
tng4x02	Enterprise-D Beverly's quarters		
tng4x02	Enterprise-D Picard's quarters		
tng4x02	Enterprise-D Riker's quarters		
tng4x02	Enterprise-D Worf's quarters		
tng4x02	Ten Forward		bar
tng4x02	bar		
tng4x02	dining room		
tng4x02	countryside		
tng4x02	vineyard		
tng4x02	cemetery		
tng4x03	Enterprise-D bridge		
tng4x03	Enterprise-D ready room		
tng4x03	Enterprise-D observation lounge		meeting room
tng4x03	meeting room		
tng4x03	Enterprise-D turbolift		
tng4x03	Enterprise-D engineering		
tng4x03	Enterprise-D Geordi's office		
tng4x03	Enterprise-D sickbay		quarantine area
tng4x03	quarantine area		
tng4x03	Enterprise-D corridor		
tng4x03	Enterprise-D transporter room		
tng4x03	Enterprise-D Jefferies tube		
tng4x03	jungle clearing		
tng4x03	workshop		
tng4x04	Enterprise-D bridge		
tng4x04	Enterprise-D ready room		
tng4x04	Enterprise-D transporter room		
tng4x04	Enterprise-D observation lounge		meeting room
tng4x04	meeting room		
tng4x04	Ten Forward		bar
tng4x04	bar		
tng4x04	Enterprise-D sickbay		
tng4x04	Enterprise-D Beverly's office		
tng4x04	Enterprise-D corridor		
tng4x04	Enterprise-D Jono's quarters		
tng4x04	Enterprise-D holodeck		racquetball court
tng4x04	racquetball count		
tng4x05	Enterprise-D bridge		
tng4x05	Enterprise-D ready room		
tng4x05	Enterprise-D observation lounge		meeting room
tng4x05	meeting room		
tng4x05	Enterprise-D corridor		
tng4x05	Enterprise-D transporter room		
tng4x05	Enterprise-D engineering		
tng4x05	Enterprise-D sickbay		
tng4x05	Enterprise-D turbolift		
tng4x05	Enterprise-D Troi's office		
tng4x05	Enterprise-D Dr. Quaice's quarters		
tng4x05	Enterprise-D Wesley's quarters		
tng4x06	Enterprise-D bridge		
tng4x06	Enterprise-D observation lounge		meeting room
tng4x06	meeting room		
tng4x06	Enterprise-D engineering		
tng4x06	Enterprise-D transporter room		
tng4x06	Enterprise-D corridor		
tng4x06	Enterprise-D ready room		
tng4x06	Enterprise-D Picard's quarters		
tng4x06	Ten Forward		bar
tng4x06	bar		
tng4x06	Enterprise-D sickbay		
tng4x06	city ruins		
tng4x06	tunnel		
tng4x06	poker table		
tng4x06	chamber		
tng4x06	power generator		
tng4x06	escape pod		
tng4x06	conference room		
tng4x07	Enterprise-D bridge		
tng4x07	Enterprise-D corridor		
tng4x07	Enterprise-D turbolift		
tng4x07	Enterprise-D engineering		
tng4x07	Enterprise-D sickbay		
tng4x07	Enterprise-D transporter room		
tng4x07	Enterprise-D K'Ehleyr's quarters		
tng4x07	Enterprise-D Worf's quarters		
tng4x07	Enterprise-D Duras' quarters		
tng4x07	Enterprise-D daycare center		
tng4x07	Enterprise-D ready room		
tng4x07	Enterprise-D observation lounge		meeting room
tng4x07	meeting room		
tng4x07	Klingon vessel K'Mpec's quarters		
tng4x07	chamber		
tng4x07	Klingon vessel Duras' quarters		
tng4x08	Enterprise-D bridge		
tng4x08	Enterprise-D ready room		
tng4x08	Enterprise-D observation lounge		meeting room
tng4x08	meeting room		
tng4x08	Ten Forward		bar
tng4x08	bar		
tng4x08	Enterprise-D corridor		
tng4x08	Enterprise-D sickbay		
tng4x08	Enterprise-D transporter room		
tng4x08	Enterprise-D Riker's quarters		
tng4x08	Enterprise-D Picard's quarters		
tng4x08	Romulan holodeck		alien chamber; cavern; holding cell; tunnel
tng4x08	antechamber		
tng4x08	Romulan warbird ready room		
tng4x08	alien chamber		
tng4x08	cavern		
tng4x08	holding cell		
tng4x08	tunnel		
tng4x09	Enterprise-D bridge		
tng4x09	Enterprise-D sickbay		
tng4x09	Enterprise-D engineering		
tng4x09	Enterprise-D shuttle bay		
tng4x09	mining shuttle		
tng4x09	desert wasteland		
tng4x09	cavern		
tng4x10	Enterprise-D bridge		
tng4x10	Enterprise-D ready room		
tng4x10	Enterprise-D engineering		
tng4x10	Enterprise-D observation lounge		meeting room
tng4x10	meeting room		
tng4x10	Enterprise-D sickbay		
tng4x10	Enterprise-D corridor		
tng4x10	Ten Forward		bar
tng4x10	bar		
tng4x10	Enterprise-D Troi's office		
tng4x10	Enterprise-D Troi's quarters		
tng4x10	Enterprise-D Riker's quarters		
tng4x11	Enterprise-D bridge		
tng4x11	Enterprise-D ready room		
tng4x11	Enterprise-D observation lounge		meeting room
tng4x11	meeting room		
tng4x11	Enterprise-D sickbay		
tng4x11	Enterprise-D Beverly's office		
tng4x11	Enterprise-D transporter room		
tng4x11	Enterprise-D corridor		
tng4x11	Enterprise-D arboretum		
tng4x11	Enterprise-D barbershop		
tng4x11	Ten Forward		bar
tng4x11	bar		
tng4x11	Enterprise-D T'Pel's quarters		
tng4x11	Enterprise-D Keiko's quarters		
tng4x11	Enterprise-D daycare center		
tng4x11	Enterprise-D holodeck		dance studio
tng4x11	dance studio		
tng4x11	Enterprise-D Troi's office		
tng4x11	Enterprise-D replicating center		
tng4x12	Enterprise-D bridge		
tng4x12	Enterprise-D ready room		
tng4x12	Enterprise-D observation lounge		meeting room
tng4x12	meeting room		
tng4x12	Ten Forward		bar
tng4x12	bar		
tng4x12	Enterprise-D transporter room		
tng4x12	Enterprise-D corridor		
tng4x12	Enterprise-D turbolift		
tng4x12	Enterprise-D O'Brien's quarters		
tng4x12	Phoenix ready room		
tng4x13	Enterprise-D bridge		
tng4x13	Enterprise-D ready room		
tng4x13	Enterprise-D observation lounge		meeting room
tng4x13	meeting room		
tng4x13	Enterprise-D Picard's quarters		
tng4x13	Enterprise-D transporter room		
tng4x13	Enterprise-D corridor		
tng4x13	Enterprise-D holodeck		Victorian bedroom
tng4x13	Victorian bedroom		
tng4x13	council chamber		courtroom
tng4x13	courtroom		
tng4x13	science lab		
tng4x14	Enterprise-D bridge		
tng4x14	Enterprise-D ready room		
tng4x14	Enterprise-D observation lounge		meeting room
tng4x14	meeting room		
tng4x14	Enterprise-D turbolift		
tng4x14	Enterprise-D corridor		
tng4x14	Enterprise-D transporter room		
tng4x14	Enterprise-D sickbay		science lab
tng4x14	science lab		
tng4x14	Enterprise-D engineering		
tng4x14	Ten Forward		
tng4x14	Enterprise-D Troi's quarters		
tng4x14	Enterprise-D Data's quarters		
tng4x14	Enterprise-D holodeck		world of Dixon Hill; workout room; American 1940s era reception room; American 1940s era detective office
tng4x14	world of Dixon Hill		
tng4x14	workout room		
tng4x14	American 1940s era reception room		
tng4x14	American 1940s era detective office		
tng4x15	Enterprise-D bridge		
tng4x15	Enterprise-D ready room		
tng4x15	Enterprise-D transporter room		
tng4x15	Ten Forward		bar
tng4x15	bar		
tng4x15	Enterprise-D engineering		
tng4x15	Enterprise-D corridor		
tng4x15	hospital corridor		
tng4x15	hospital room		
tng4x15	executive office		
tng4x15	science lab		
tng4x15	Malcor III council chamber		
tng4x16	Enterprise-D bridge		
tng4x16	Enterprise-D ready room		
tng4x16	Enterprise-D observation lounge		meeting room
tng4x16	meeting room		
tng4x16	Enterprise-D engineering		
tng4x16	Enterprise-D transporter room		
tng4x16	Ten Forward		bar
tng4x16	bar		
tng4x16	Enterprise-D corridor		
tng4x16	Enterprise-D holodeck		science lab
tng4x16	science lab		
tng4x16	Enterprise-D shuttle bay		
tng4x16	Enterprise-D Jefferies tube		
tng4x17	Enterprise-D bridge		
tng4x17	Enterprise-D ready room		
tng4x17	Enterprise-D observation lounge		meeting room
tng4x17	meeting room		
tng4x17	Enterprise-D turbolift		
tng4x17	Enterprise-D sickbay		
tng4x17	Ten Forward		bar
tng4x17	bar		
tng4x17	Enterprise-D engineering		
tng4x17	Enterprise-D Troi's quarters		
tng4x17	Enterprise-D Worf's quarters		
tng4x17	Enterprise-D Riker's quarters		
tng4x17	Enterprise-D Guinan's quarters		
tng4x17	Enterprise-D O'Brien's quarters		
tng4x17	Enterprise-D corridor		
tng4x17	Enterprise-D cargo bay		morgue
tng4x17	morgue		
tng4x17	black void		
tng4x17	Brattain bridge		
tng4x18	Enterprise-D bridge		
tng4x18	Enterprise-D observation lounge		meeting room
tng4x18	meeting room		
tng4x18	Enterprise-D sickbay		
tng4x18	Enterprise-D Beverly's office		
tng4x18	Ten Forward		bar
tng4x18	bar		
tng4x18	Enterprise-D engineering		
tng4x18	Enterprise-D Geordi's office		
tng4x18	Enterprise-D corridor		
tng4x18	Enterprise-D transporter room		
tng4x18	Enterprise-D holodeck		woodland
tng4x18	woodland		
tng4x19	Enterprise-D bridge		
tng4x19	Enterprise-D ready room		
tng4x19	Enterprise-D observation lounge		meeting room
tng4x19	meeting room		
tng4x19	Enterprise-D sickbay		
tng4x19	Enterprise-D engineering		
tng4x19	Enterprise-D corridor		
tng4x19	Enterprise-D holodeck		gridlines
tng4x19	gridlines		
tng4x19	Enterprise-D theater		French 17th century era dining room
tng4x19	French 17th century era dining room		
tng4x19	theater stage		
tng4x19	shuttlecraft		
tng4x19	Enterprise-D Jefferies tube		
tng4x20	Enterprise-D bridge		
tng4x20	Enterprise-D ready room		
tng4x20	Ten Forward		bar
tng4x20	bar		
tng4x20	Enterprise-D corridor		
tng4x20	Enterprise-D Picard's quarters		
tng4x20	Enterprise-D Vash's quarters		
tng4x20	Enterprise-D reception room		
tng4x20	woodland		
tng4x20	castle exterior		
tng4x20	chamber		
tng4x20	castle courtyard		
tng4x20	castle exterior		
tng4x21	Enterprise-D ready room		
tng4x21	Enterprise-D observation lounge		meeting room
tng4x21	meeting room		
tng4x21	Enterprise-D engineering		
tng4x21	Enterprise-D sickbay		
tng4x21	Enterprise-D transporter room		
tng4x21	Enterprise-D turbolift		
tng4x21	Enterprise-D corridor		
tng4x21	Enterprise-D interrogation room		courtroom
tng4x21	Enterprise-D Picard's quarters		
tng4x21	Enterprise-D J'Dan's quarters		
tng4x21	Enterprise-D Satie's quarters		
tng4x21	courtroom		
tng4x21	chamber		
tng4x22	Enterprise-D bridge		
tng4x22	Enterprise-D ready room		
tng4x22	Enterprise-D observation lounge		meeting room
tng4x22	meeting room		
tng4x22	Enterprise-D transporter room		
tng4x22	Enterprise-D corridor		
tng4x22	Enterprise-D Lwaxana's quarters		
tng4x22	Enterprise-D Timicin's quarters		
tng4x22	office		
tng4x23	Enterprise-D bridge		
tng4x23	Enterprise-D ready room		
tng4x23	Enterprise-D observation lounge		meeting room
tng4x23	meeting room		
tng4x23	Enterprise-D corridor		
tng4x23	Enterprise-D sickbay		
tng4x23	Enterprise-D Beverly's office		
tng4x23	Enterprise-D Beverly's quarters		
tng4x23	Enterprise-D Data's quarters		
tng4x23	Enterprise-D Odan's quarters		
tng4x23	Enterprise-D shuttle bay		
tng4x23	Ten Forward		bar
tng4x23	bar		
tng4x23	Enterprise-D turbolift		
tng4x23	Enterprise-D barbershop		
tng4x23	shuttlecraft		
tng4x24	Enterprise-D bridge		
tng4x24	Enterprise-D ready room		
tng4x24	Enterprise-D observation lounge		meeting room
tng4x24	meeting room		
tng4x24	Romulan holodeck		Ten Forward
tng4x24	Ten Forward		bar
tng4x24	bar		
tng4x24	Enterprise-D turbolift		
tng4x24	Enterprise-D corridor		
tng4x24	Enterprise-D engineering		
tng4x24	Enterprise-D transporter room		
tng4x24	Enterprise-D cargo bay		
tng4x24	Enterprise-D shuttle bay		
tng4x24	Enterprise-D Geordi's quarters		
tng4x24	Enterprise-D Kell's quarters		
tng4x24	shuttlecraft		
tng4x24	Romulan vessel procedure room		
tng4x24	office		
tng4x25	Enterprise-D bridge		
tng4x25	Enterprise-D ready room		
tng4x25	Enterprise-D observation lounge		meeting room
tng4x25	meeting room		
tng4x25	Enterprise-D corridor		
tng4x25	Enterprise-D engineering		
tng4x25	Enterprise-D sickbay		
tng4x25	Ten Forward		bar
tng4x25	bar		
tng4x25	Enterprise-D Troi's office		
tng4x25	Enterprise-D Data's quarters		
tng4x25	Enterprise-D Jenna's quarters		
tng4x25	Enterprise-D torpedo bay		
tng4x25	Enterprise-D concert hall		
tng4x25	shuttlecraft		
tng4x26	Enterprise-D bridge		
tng4x26	Enterprise-D ready room		
tng4x26	Enterprise-D observation lounge		meeting room
tng4x26	meeting room		
tng4x26	Enterprise-D corridor		
tng4x26	Enterprise-D holodeck		black void; shooting range
tng4x26	black void		
tng4x26	shooting range		
tng4x26	Enterprise-D transporter room		
tng4x26	Enterprise-D Worf's quarters		
tng4x26	Klingon vessel bridge		
tng4x26	Klingon vessel ready room		
tng4x26	great hall		
tng4x26	Klingon living room		
tng5x01	Enterprise-D bridge		
tng5x01	Enterprise-D ready room		
tng5x01	Enterprise-D observation lounge		
tng5x01	Excalibur bridge		
tng5x01	Sutherland bridge		
tng5x01	Romulan warbird bridge		
tng5x01	Klingon bird of prey bridge		
tng5x01	Qo'nos great hall		
tng5x01	Klingon living room		
tng5x01	alien bar		
tng5x02	Enterprise-D bridge		
tng5x02	Enterprise-D ready room		
tng5x02	Enterprise-D observation lounge		meeting room
tng5x02	meeting room		
tng5x02	Enterprise-D engineering		
tng5x02	Enterprise-D transporter room		
tng5x02	shuttlecraft		
tng5x02	woodland		
tng5x02	campfire		
tng5x03	Enterprise-D bridge		
tng5x03	Enterprise-D observation lounge		meeting room
tng5x03	meeting room		
tng5x03	Enterprise-D ready room		
tng5x03	Enterprise-D barbershop		
tng5x03	Enterprise-D transporter room		
tng5x03	Enterprise-D corridor		
tng5x03	Ten Forward		bar
tng5x03	bar		
tng5x03	Enterprise-D Ro's quarters		
tng5x03	cavern		
tng5x03	shanty town		
tng5x04	Enterprise-D bridge		
tng5x04	Enterprise-D ready room		
tng5x04	Enterprise-D observation lounge		meeting room
tng5x04	meeting room		
tng5x04	Enterprise-D engineering		
tng5x04	Enterprise-D transporter room		
tng5x04	Enterprise-D turbolift		
tng5x04	Enterprise-D Data's quarters		
tng5x04	Enterprise-D Marr's quarters		
tng5x04	cavern		
tng5x04	rocky wasteland		
tng5x04	countryside		
tng5x05	Enterprise-D bridge		
tng5x05	Enterprise-D observation lounge		meeting room
tng5x05	meeting room		
tng5x05	Enterprise-D turbolift		
tng5x05	Ten Forward		makeshift hospital room
tng5x05	Enterprise-D cargo bay		
tng5x05	Enterprise-D Jefferies tube		
tng5x05	Enterprise-D engineering		
tng5x05	Enterprise-D sickbay		
tng5x05	Enterprise-D corridor		
tng5x05	Enterprise-D crawlway		
tng5x05	Enterprise-D turbolift shaft		
tng5x05	makeshift hospital room		
tng5x06	Enterprise-D bridge		
tng5x06	Enterprise-D ready room		
tng5x06	Enterprise-D sickbay		
tng5x06	Enterprise-D corridor		
tng5x06	Enterprise-D transporter room		
tng5x06	Enterprise-D observation lounge		meeting room
tng5x06	meeting room		
tng5x06	Ten Forward		bar
tng5x06	bar		
tng5x06	Enterprise-D engineering		
tng5x06	Enterprise-D Beverly's quarters		
tng5x06	Enterprise-D Wesley's quarters		
tng5x06	Enterprise-D turbolift		
tng5x06	Enterprise-D Jefferies tube		
tng5x06	hotel room		
tng5x06	Ktarian vessel bridge		
tng5x07	Enterprise-D bridge		
tng5x07	Enterprise-D ready room		
tng5x07	Enterprise-D transporter room		
tng5x07	Enterprise-D corridor		
tng5x07	Enterprise-D observation lounge		meeting room
tng5x07	meeting room		
tng5x07	Enterprise-D cargo bay		
tng5x07	Enterprise-D engineering		
tng5x07	ceremonial chamber		
tng5x07	Klingon vessel bridge		
tng5x07	Klingon vessel crew quarters		Spartan quarters
tng5x07	Spartan quarters		
tng5x07	executive office		
tng5x07	cavern		
tng5x07	Romulan city street		
tng5x07	restaurant		
tng5x07	bathroom		
tng5x08	Enterprise-D bridge		
tng5x08	alien bar		
tng5x08	office		
tng5x08	cavern		
tng5x08	tunnel		
tng5x08	Romulan city street		
tng5x08	restaurant		
tng5x08	Klingon vessel bridge		
tng5x08	Klingon vessel crew quarters		
tng5x09	Enterprise-D bridge		
tng5x09	Enterprise-D ready room		
tng5x09	Enterprise-D engineering		
tng5x09	Enterprise-D turbolift		
tng5x09	Enterprise-D corridor		
tng5x09	Ten Forward		bar
tng5x09	bar		
tng5x09	Enterprise-D sickbay		
tng5x09	Enterprise-D Rasmussen's quarters		
tng5x09	Enterprise-D shuttle bay		
tng5x09	science lab		
tng5x09	control room		
tng5x09	shuttlecraft		
tng5x10	Enterprise-D bridge		
tng5x10	Enterprise-D engineering		
tng5x10	Enterprise-D sickbay		
tng5x10	Enterprise-D Troi's office		
tng5x10	Enterprise-D Worf's quarters		
tng5x10	Enterprise-D teacher's office		
tng5x10	Enterprise-D bio-lab		smoke filled room
tng5x10	smoke filled room		
tng5x10	Ten Forward		bar
tng5x10	bar		
tng5x10	Enterprise-D turbolift		
tng5x10	Enterprise-D observation lounge		meeting room
tng5x10	meeting room		
tng5x10	Enterprise-D transporter room		
tng5x10	Enterprise-D holodeck		jungle clearing
tng5x10	jungle clearing		
tng5x10	Enterprise-D corridor		
tng5x10	Enterprise-D Milan Helena's quarters		
tng5x10	museum		
tng5x11	Enterprise-D bridge		
tng5x11	Enterprise-D ready room		
tng5x11	Enterprise-D observation lounge		meeting room
tng5x11	meeting room		
tng5x11	Enterprise-D transporter room		
tng5x11	Ten Forward		bar
tng5x11	bar		
tng5x11	Enterprise-D classroom		
tng5x11	Enterprise-D Data's quarters		
tng5x11	Enterprise-D Timothy's quarters		
tng5x11	Enterprise-D sickbay		
tng5x11	Vico corridor		wrecked room
tng5x11	wrecked room		
tng5x12	Enterprise-D bridge		
tng5x12	Enterprise-D ready room		
tng5x12	Enterprise-D observation lounge		meeting room
tng5x12	meeting room		
tng5x12	Enterprise-D banquet room		
tng5x12	Ten Forward		bar
tng5x12	bar		
tng5x12	Enterprise-D engineering		
tng5x12	Enterprise-D corridor		
tng5x12	Enterprise-D sickbay		
tng5x12	Enterprise-D Beverly's office		
tng5x12	Enterprise-D Troi's quarters		
tng5x12	Enterprise-D Riker's quarters		
tng5x12	Enterprise-D Ullian guest quarters		
tng5x12	morgue		
tng5x13	Enterprise-D bridge		
tng5x13	Enterprise-D ready room		
tng5x13	Enterprise-D observation lounge		meeting room
tng5x13	meeting room		
tng5x13	Enterprise-D engineering		
tng5x13	Enterprise-D turbolift		
tng5x13	laboratory		
tng5x13	courtyard		
tng5x13	garden		
tng5x13	rocky wasteland		
tng5x13	town square		
tng5x14	Enterprise-D bridge		
tng5x14	Enterprise-D ready room		
tng5x14	Enterprise-D observation lounge		meeting room
tng5x14	meeting room		
tng5x14	Ten Forward		bar
tng5x14	bar		
tng5x14	Enterprise-D sickbay		
tng5x14	Enterprise-D turbolift		
tng5x14	Enterprise-D engineering		
tng5x14	Enterprise-D corridor		
tng5x14	Enterprise-D Troi's quarters		
tng5x14	Enterprise-D Riker's quarters		
tng5x15	Enterprise-D bridge		
tng5x15	Enterprise-D cargo bay		
tng5x15	Enterprise-D corridor		
tng5x15	Enterprise-D Jefferies tube		
tng5x15	Enterprise-D ready room		
tng5x15	Enterprise-D sickbay		
tng5x15	Ten Forward		bar
tng5x15	bar		
tng5x15	Enterprise-D turbolift		
tng5x15	Enterprise-D transporter room		
tng5x15	shuttlecraft		
tng5x15	rocky wasteland		
tng5x16	Enterprise-D bridge		
tng5x16	Enterprise-D ready room		
tng5x16	Enterprise-D transporter room		
tng5x16	Enterprise-D corridor		
tng5x16	Enterprise-D cargo bay		
tng5x16	Enterprise-D shuttle bay		
tng5x16	Enterprise-D Troi's quarters		
tng5x16	Enterprise-D Riker's quarters		
tng5x16	Enterprise-D sickbay		operating theater
tng5x16	operating theater		
tng5x16	Enterprise-D Beverly's office		
tng5x16	Enterprise-D medical lab		
tng5x17	Enterprise-D bridge		
tng5x17	Enterprise-D ready room		
tng5x17	Ten Forward		bar
tng5x17	bar		
tng5x17	Enterprise-D sickbay		
tng5x17	Enterprise-D engineering		
tng5x17	Enterprise-D shuttle bay		
tng5x17	Enterprise-D corridor		
tng5x17	Enterprise-D Data's quarters		poker table
tng5x17	poker table		
tng5x17	Enterprise-D Troi's quarters		
tng5x17	Enterprise-D Riker's quarters		
tng5x17	botanical garden		
tng5x17	J'naii homeworld council chamber		courtroom
tng5x17	courtroom		
tng5x17	jungle clearing		
tng5x17	science lab		
tng5x17	shuttlecraft		
tng5x18	Enterprise-D bridge		
tng5x18	Enterprise-D observation lounge		meeting room
tng5x18	meeting room		
tng5x18	Enterprise-D sickbay		
tng5x18	Enterprise-D engineering		
tng5x18	Enterprise-D Riker's quarters		poker table
tng5x18	poker table		
tng5x18	Enterprise-D Beverly's quarters		bedroom
tng5x18	bedroom		
tng5x18	Enterprise-D ready room		
tng5x19	Enterprise-D bridge		
tng5x19	Enterprise-D ready room		
tng5x19	Enterprise-D engineering		
tng5x19	Enterprise-D corridor		
tng5x19	Enterprise-D sickbay		
tng5x19	Enterprise-D Beverly's office		
tng5x19	dorm room		
tng5x19	courtroom		
