StoryID	SeriesID	Title	Theme	ThemeLevel	ThemeID	Comment	RelatedCharacters	CharacterClass	RelatedAliens	NamedThing
TNG1x19	TNG	Coming of Age	despair	minor	522	Jake	Jake Kurland	individual		
TNG1x19	TNG	Coming of Age	inferiority complex	minor	840	Oliana	Oliana Mirren	individual		
TNG1x19	TNG	Coming of Age	trust in a leader	minor	495	Jake in Picard	Jake Kurland	individual		
TNG1x19	TNG	Coming of Age	heroism	minor	249	Wesley saved man from fire in psych test	Wesley Crusher	individual		
TNG1x19	TNG	Coming of Age	risk taking vs. playing it safe	minor	157	Wesley to save crewman	Wesley Crusher	individual		
TNG1x19	TNG	Coming of Age	magnanimity in victory	minor	272	Mordock admits he would not have passed the test with the Zaldan	Mordock	individual		
TNG1x19	TNG	Coming of Age	the desire to advance one's career	minor	254	Picard	Jean-Luc Picard	individual		
TNG1x19	TNG	Coming of Age	selfless service	minor	186	Wesley helps Mordock during test and saves life in psych test	Wesley Crusher	individual		
TNG1x19	TNG	Coming of Age	coping with an overbearing jerk	minor	515	Picard with Remmick	Jean-Luc Picard	individual		
TNG1x19	TNG	Coming of Age	holding one's tongue	minor	833	Picard at Remmick	Jean-Luc Picard	individual		
TNG1x19	TNG	Coming of Age	conspiracy theory	minor	609	Remmick was tasked to uncover conspiracy				
TNG1x19	TNG	Coming of Age	chastity	minor	175	Wesley at Oliana	Wesley Crusher	individual		
TNG1x19	TNG	Coming of Age	fortitude	minor	123	students about exam	Wesley Crusher, Mordock, Oliana Merrin, T'Shanik	individual		
TNG1x19	TNG	Coming of Age	humility	minor	114	Mordock admits he would not have passed the test with the Zaldan	Mordock	individual		
TNG1x20	TNG	Heart of Glory	belonging	choice	136	Worf with Klingon brethren	Worf	individual		
TNG1x20	TNG	Heart of Glory	loyalty to a group	choice	352	Worf to Klingons	Worf	individual		
TNG1x20	TNG	Heart of Glory	patriotism	choice	275	Klingon fugitives	Korris, Konmel, Kunivas	individual		
TNG1x20	TNG	Heart of Glory	honor	choice	183	Worf and Klingon fugitives	Worf, Korris, Konmel, Kunivas	individual		
TNG1x20	TNG	Heart of Glory	duty vs. duty	choice	378	Worf between Federation and Klingons	Worf	individual		
TNG1x20	TNG	Heart of Glory	duty vs. friendship	major	181	Worf	Worf	individual		
TNG1x20	TNG	Heart of Glory	the need for cultural heritage	major	335	Worf felt the need to remain true to his Klingon roots	Worf	individual		
TNG1x20	TNG	Heart of Glory	über-belligerent alien	major	203	Klingon			Klingon	
TNG1x20	TNG	Heart of Glory	religious fanaticism	major	904	Klingon fugitives				
TNG1x20	TNG	Heart of Glory	self-analysis	major	201	Worf	Worf	individual		
TNG1x20	TNG	Heart of Glory	anger	major	86	Klingons	Korris, Konmel	individual		
TNG1x20	TNG	Heart of Glory	diligence	major	89	Klingons	Korris, Konmel	individual		
TNG1x20	TNG	Heart of Glory	fortitude	major	123	Klingons	Korris, Konmel	individual		
TNG1x20	TNG	Heart of Glory	personal conviction	major	126	Klingons	Korris, Konmel	individual		
TNG1x20	TNG	Heart of Glory	the nature of the senses	minor	489	Geordi and his visual acuity transmitter				
TNG1x20	TNG	Heart of Glory	pride	minor	73	Worf and Klingon fugitives	Worf, Korris, Konmel, Kunivas			
TNG1x20	TNG	Heart of Glory	attitude towards the dead	minor	1055	Klingon death ritual				
TNG1x20	TNG	Heart of Glory	vision beyond the visible spectrum	minor	734	VISOR equipped with visual acuity transmitter				VISOR
TNG1x20	TNG	Heart of Glory	coping with the death of a fellow compatriot	minor	517	Worf with death of Klingon brethren	Worf, Korris, Konmel			
TNG1x20	TNG	Heart of Glory	alien customs	minor	222	death howl				
TNG1x21	TNG	The Arsenal of Freedom	rise of the machines	choice	429	autonomous adaptive machines killed everyone on planet				
TNG1x21	TNG	The Arsenal of Freedom	unregulated autonomous weapons system	choice	977	the hover kill bots				
TNG1x21	TNG	The Arsenal of Freedom	man vs. machine	choice	195	crew vs. weapons system				
TNG1x21	TNG	The Arsenal of Freedom	machines in society	major	261	dangers of autonomous adaptive machines featured				
TNG1x21	TNG	The Arsenal of Freedom	the qualities of a good leader	major	165	Geordi in command	Geordi La Forge	individual		
TNG1x21	TNG	The Arsenal of Freedom	arms race	major	403	Minosian fueled ancient arms race				
TNG1x21	TNG	The Arsenal of Freedom	arms trade	major	592	Minosian were arms dealers				
TNG1x21	TNG	The Arsenal of Freedom	stepping up to the task	major	292	Geordi performs admirably as captain	Geordi La Forge	individual		
TNG1x21	TNG	The Arsenal of Freedom	leadership	major	132	Geordi performs admirably as captain	Geordi La Forge	individual		
TNG1x21	TNG	The Arsenal of Freedom	mysterious maker alien race	major	207	autonomous weapons makers			Minosian	
TNG1x21	TNG	The Arsenal of Freedom	avarice	major	128	Minosian arms dealers				
TNG1x21	TNG	The Arsenal of Freedom	choosing between job opportunities	minor	451	Riker giving up own command	William T. Riker	individual		
TNG1x21	TNG	The Arsenal of Freedom	clash of wills	minor	93	Geordi/Logan	Geordi/Logan	dyad		
TNG1x21	TNG	The Arsenal of Freedom	passion for medicine	minor	328	Beverly	Beverly Crusher	individual		
TNG1x21	TNG	The Arsenal of Freedom	reminiscence	minor	562	Beverly over grand mother	Beverly Crusher	individual		
TNG1x21	TNG	The Arsenal of Freedom	the desire to advance one's career	minor	254	Riker	William T. Riker	individual		
TNG1x21	TNG	The Arsenal of Freedom	pecking order	minor	554	Logan challenges Geordi's authority				
TNG1x21	TNG	The Arsenal of Freedom	working together under stress	minor	317	crew under Geordi while ship is under attack				
TNG1x21	TNG	The Arsenal of Freedom	sentient computer	minor	291	Minosian arms dealing hologram				
TNG1x21	TNG	The Arsenal of Freedom	loyalty to a leader	minor	121	Logan challenges Geordi	Logan	individual		
TNG1x21	TNG	The Arsenal of Freedom	coping with the rigors of command	minor	342	Geordi	Geordi La Forge	individual		
TNG1x21	TNG	The Arsenal of Freedom	anticipation	minor	196	landing party at new killer bots	William T. Riker, Natasha Yar	individual		
TNG1x21	TNG	The Arsenal of Freedom	fear	minor	139	Beverly	Beverly Crusher	individual		
TNG1x21	TNG	The Arsenal of Freedom	fortitude	minor	123	Beverly after sustaining injuries	Beverly Crusher	individual		
TNG1x22	TNG	Symbiosis	Prime Directive	choice	138	Picard chooses not to interfere in conflict by refusing to be involved with dealing the drug	Jean-Luc Picard	individual		
TNG1x22	TNG	Symbiosis	the ethics of the Prime Directive	choice	142	Picard chooses not to interfere in conflict by refusing to be involved with dealing the drug	Jean-Luc Picard	individual		
TNG1x22	TNG	Symbiosis	culturally symbiotic aliens	choice	1115	drug dealer aliens and druggie aliens			Brekkian, Ornaran	
TNG1x22	TNG	Symbiosis	exploitation of sentient beings	major	460	drug dealing aliens exploit drug addict aliens				
TNG1x22	TNG	Symbiosis	drug addiction	major	799	Ornarans				
TNG1x22	TNG	Symbiosis	drug trade	major	1131	Brekkian economy entirely based on export of a single drug				
TNG1x22	TNG	Symbiosis	duty vs. compassion	major	235	help the drug addicted aliens or not	Jean-Luc Picard	individual		
TNG1x22	TNG	Symbiosis	tough love	major	729	Picard decided not to fix the drug addicted aliens space ship to stop the drug supply	Jean-Luc Picard	individual		
TNG1x22	TNG	Symbiosis	moral outrage	major	475	Beverly at drug dealing ways of the Brekkians	Beverly Crusher	individual		
TNG1x22	TNG	Symbiosis	desperation	major	102	drug addicted aliens	T'Jon, Romas	individual		
TNG1x22	TNG	Symbiosis	rationalization of a belief	major	389	drug dealing aliens	Sobi, Langor	individual		
TNG1x22	TNG	Symbiosis	social inequality	major	697	Ornarans on the lower rung of the social order				
TNG1x22	TNG	Symbiosis	class prejudice in society	major	766	Brekkians looked down on the Ornarans				
TNG1x22	TNG	Symbiosis	utopia on the back of slave labor	major	979	Brekkians made by dealing drugs				
TNG1x22	TNG	Symbiosis	mediation	major	263	Picard between drug dealers and drug addicts				
TNG1x22	TNG	Symbiosis	oppression	major	237	Brekkians of Ornarans				
TNG1x22	TNG	Symbiosis	avarice	major	128	drug dealer aliens	Sobi, Langor	individual		
TNG1x22	TNG	Symbiosis	the lust for gold	major	163	drug dealer aliens	Sobi, Langor	individual		
TNG1x22	TNG	Symbiosis	civilization vs. savagery	minor	167	the whole contrast				
TNG1x22	TNG	Symbiosis	atrophied civilization	minor	339	both alien races			Brekkian, Ornaran	
TNG1x22	TNG	Symbiosis	compassion	minor	80	Beverly toward Ornarans	Beverly Crusher	individual		
TNG1x22	TNG	Symbiosis	complacency	minor	322	Ornarans before ship crashes	T'Jon, Romas	individual		
TNG1x22	TNG	Symbiosis	disgust	minor	120	Beverly at Brekkians	Beverly Crusher	individual		
TNG1x22	TNG	Symbiosis	gluttony	minor	178	Ornaran druggies	T'Jon, Romas	individual		
TNG1x22	TNG	Symbiosis	serenity	minor	108	Brekkians with their drug dealing way of life	Sobi, Langor	individual		
TNG1x22	TNG	Symbiosis	terror	minor	151	Ornarans at prospect of loosing drug	T'Jon, Romas	individual		
TNG1x22	TNG	Symbiosis	generosity	minor	192	prospect of giving drug as charity	Sobi, Langor	individual		
TNG1x23	TNG	Skin of Evil	the nature of good and evil	choice	396	Armus was an embodiment of pure evil				
TNG1x23	TNG	Skin of Evil	the making of a monster to society	choice	948	the titans created Armus				
TNG1x23	TNG	Skin of Evil	pure evil alien	major	1312	Armus			Slick of Malevolent Tar	
TNG1x23	TNG	Skin of Evil	malevolence	major	170	Armus	Armus	individual		
TNG1x23	TNG	Skin of Evil	slick of malevolent tar	major	1357	Armus			Slick of Malevolent Tar	
TNG1x23	TNG	Skin of Evil	pity	major	555	Troi for Armus	Deanna Troi	individual		
TNG1x23	TNG	Skin of Evil	sadism	major	172	Armus	Armus	individual		
TNG1x23	TNG	Skin of Evil	cruelty	major	111	Armus	Armus	individual		
TNG1x23	TNG	Skin of Evil	the flip side of immortality	major	395	Armus was immortal but deeply bored and unhappy				
TNG1x23	TNG	Skin of Evil	coping with the death of a friend	major	176	Data among others with Tasha	Data	individual		
TNG1x23	TNG	Skin of Evil	the calculus of human life	major	211	Picard faces abandoning Troi to save crew	Jean-Luc Picard	individual		
TNG1x23	TNG	Skin of Evil	wrath	major	56	Armus	Armus	individual		
TNG1x23	TNG	Skin of Evil	the ethics of valuing human lives	major	145	Picard faces abandoning Troi to save crew	Jean-Luc Picard	individual		
TNG1x23	TNG	Skin of Evil	facing a mortal enemy	major	91	Picard and landing party face Armus				
TNG1x23	TNG	Skin of Evil	facing an overpowering adversary	major	258	Picard and landing party face Armus				
TNG1x23	TNG	Skin of Evil	facing a hostage situation	major	415	Armus holds Troi hostage				
TNG1x23	TNG	Skin of Evil	grief	major	63	Armus for self, crew for Tasha	Armus, Jean-Luc Picard, Data	individual		
TNG1x23	TNG	Skin of Evil	loathing	major	161	Armus for world	Armus	individual		
TNG1x23	TNG	Skin of Evil	rage	major	92	Armus	Armus	individual		
TNG1x23	TNG	Skin of Evil	ruthlessness	major	85	Armus	Armus	individual		
TNG1x23	TNG	Skin of Evil	postponing grief	minor	899	after Tasha died				
TNG1x23	TNG	Skin of Evil	sacrifice for a loved one	minor	482	Troi and Beverly	Deanna Troi, Beverly Crusher	individual		
TNG1x23	TNG	Skin of Evil	standing up to a bully	minor	332	crew to Armus	Jean-Luc Picard, William T. Riker	individual		
TNG1x23	TNG	Skin of Evil	deal with the devil to save a friend	minor	1120	Picard offers Armus freedom if he frees Troi	Jean-Luc Picard	individual		
TNG1x23	TNG	Skin of Evil	loneliness	minor	197	Armus	Armus	individual		
TNG1x23	TNG	Skin of Evil	negotiation	minor	384	Picard negotiates Troi's release				
TNG1x23	TNG	Skin of Evil	mysterious maker alien race	minor	207	Arums makers			Titans of Vagra II	
TNG1x23	TNG	Skin of Evil	ennui	minor	236	Armus	Armus	individual		
TNG1x23	TNG	Skin of Evil	compassion	minor	80	Troi to Armus	Deanna Troi	individual		
TNG1x23	TNG	Skin of Evil	jealousy	minor	112	Armus at crew being free and not miserable	Armus	individual		
TNG1x23	TNG	Skin of Evil	kindness	minor	81	Troi to Armus	Deanna Troi	individual		
TNG1x23	TNG	Skin of Evil	terror	minor	151	Armus struck terror in all				
TNG1x23	TNG	Skin of Evil	virtual reality room	minor	135	Tasha's funeral held on holodeck				holodeck
TNG1x24	TNG	We'll Always Have Paris	the dangers of unfettered scientific advancement	choice	941	Manheim's experiment nearly destroys the universe				
TNG1x24	TNG	We'll Always Have Paris	nostalgic love	choice	356	Picard and Janice	Jean-Luc Picard, Janice Manheim	individual		
TNG1x24	TNG	We'll Always Have Paris	second guessing one's self	choice	150	Picard over leaving Janice	Jean-Luc Picard	individual		
TNG1x24	TNG	We'll Always Have Paris	the multiverse	major	949	Paul Manheim somehow opened the door to the multiverse				
TNG1x24	TNG	We'll Always Have Paris	lamentation over a lost love	major	846	Picard over Janice	Jean-Luc Picard	individual		
TNG1x24	TNG	We'll Always Have Paris	love vs. career	major	424	Picard choose career over Janice	Jean-Luc Picard	individual		
TNG1x24	TNG	We'll Always Have Paris	struggling with a life-changing decision	major	266	Picard	Jean-Luc Picard	individual		
TNG1x24	TNG	We'll Always Have Paris	remorse	major	130	Picard over losing Janice	Jean-Luc Picard	individual		
TNG1x24	TNG	We'll Always Have Paris	time loop	major	726	crew experienced loops in time				
TNG1x24	TNG	We'll Always Have Paris	coping with memories of a lost love	major	616	Picard with Janice	Jean-Luc Picard	individual		
TNG1x24	TNG	We'll Always Have Paris	old flames	major	273	Picard and Janice	Picard/Janice Manheim	dyad		
TNG1x24	TNG	We'll Always Have Paris	man vs. machine	major	195	out of control scientific experiment				
TNG1x24	TNG	We'll Always Have Paris	suppressed emotion	minor	930	Picard	Jean-Luc Picard	individual		
TNG1x24	TNG	We'll Always Have Paris	the nature of human perception of time	minor	951	Data's explanation				
TNG1x24	TNG	We'll Always Have Paris	husband and wife	minor	149	Paul/Janet	Paul Manheim/Janice Manheim	dyad		
TNG1x24	TNG	We'll Always Have Paris	love triangle	minor	260	Picard/Janet/Paul	Picard/Paul Manheim/Janice Manheim	triad		
TNG1x24	TNG	We'll Always Have Paris	out of control scientific experiment	minor	884	Manheim's experiment				
TNG1x24	TNG	We'll Always Have Paris	pulsar	minor	560	Vandor system had a pulsar				
TNG1x24	TNG	We'll Always Have Paris	red giant	minor	686	Vandor system had a red giant				
TNG1x24	TNG	We'll Always Have Paris	time travel	minor	230	the time loops				
TNG1x24	TNG	We'll Always Have Paris	anticipation	minor	196	Picard at meeting his old flame Jenice	Jean-Luc Picard	individual		
TNG1x24	TNG	We'll Always Have Paris	patience	minor	103	Picard swallowed his jealousy	Jean-Luc Picard	individual		
TNG1x24	TNG	We'll Always Have Paris	pensiveness	minor	200	Picard moping around on holodeck	Jean-Luc Picard	individual		
TNG1x24	TNG	We'll Always Have Paris	virtual reality room	minor	135	Picard moping around on holodeck				holodeck
TNG1x25	TNG	Conspiracy	parasitic bug aliens	choice	1283	the neural parasites			Neural Parasite	
TNG1x25	TNG	Conspiracy	facing a conspiracy	choice	809	Picard faces bug alien take over of Star Fleet	Jean-Luc Picard	individual		
TNG1x25	TNG	Conspiracy	attack from outer space by bug aliens	choice	1054	Federation compromised by bug aliens				
TNG1x25	TNG	Conspiracy	insectoid	choice	541	bug aliens			Neural Parasite	
TNG1x25	TNG	Conspiracy	conspiracy theory	choice	609	discussion on whether or not the conspiracy was real				
TNG1x25	TNG	Conspiracy	malevolence	major	170	bug aliens				
TNG1x25	TNG	Conspiracy	espionage	major	281	bug aliens				
TNG1x25	TNG	Conspiracy	the nature of humor	minor	712	Data about Geordi's joke in the introduction				
TNG1x25	TNG	Conspiracy	friendship	minor	144	Picard putting his career on the line	Picard/Rixx	dyad		
TNG1x25	TNG	Conspiracy	coping with the death of a friend	minor	176	Picard with Walter Keel	Jean-Luc Picard	individual		
TNG1x25	TNG	Conspiracy	tidally locked planet	minor	968	Dytallix B				Dytallix B
TNG1x25	TNG	Conspiracy	ocean planet	minor	878	Pacifica				Pacifica
TNG1x25	TNG	Conspiracy	red giant	minor	686	Dytallix B orbited red giant				
TNG1x25	TNG	Conspiracy	cruelty	minor	111	Quinn fighting Riker	Gregory Quinn	individual		
TNG1x25	TNG	Conspiracy	disgust	minor	120	Picard and Riker at mother bug alien	Jean-Luc Picard, William T. Riker	individual		
TNG1x25	TNG	Conspiracy	gluttony	minor	178	the ghastly feast				
TNG1x25	TNG	Conspiracy	hedonism	minor	168	bug aliens at ghastly feast				
TNG1x25	TNG	Conspiracy	ruthlessness	minor	85	bug aliens				
TNG1x25	TNG	Conspiracy	trust in a friend	minor	296	Picard in other captains about conspiracy	Jean-Luc Picard	individual		
TNG1x25	TNG	Conspiracy	vigilance	minor	71	Picard against conspiracy	Jean-Luc Picard	individual		
TNG1x25	TNG	Conspiracy	pride	minor	73	bug aliens				
TNG1x26	TNG	The Neutral Zone	past point of view	choice	287	frozen people	Clare Raymond, Ralph Offenhouse, L.Q. Sonny Clemonds	individual		
TNG1x26	TNG	The Neutral Zone	what if I woke up in the future	choice	585	frozen people	Clare Raymond, Ralph Offenhouse, L.Q. Sonny Clemonds	individual		
TNG1x26	TNG	The Neutral Zone	cryogenics	choice	787	20th century people were cryogenically preserved				
TNG1x26	TNG	The Neutral Zone	coping with living in a foreign culture	choice	303	frozen people	Clare Raymond, Ralph Offenhouse, L.Q. Sonny Clemonds	individual		
TNG1x26	TNG	The Neutral Zone	cryogenic technology	choice	786	20th century people were cryogenically preserved				
TNG1x26	TNG	The Neutral Zone	the quest for immortality	choice	314	Ralph had the expressed purpose to freeze himself with the view to wake up in a future where he could live indefinitely	Ralph Offenhouse	individual		
TNG1x26	TNG	The Neutral Zone	fear of an unknown future	major	815	the thawed out people	Clare Raymond, Ralph Offenhouse, L.Q. Sonny Clemonds	individual		
TNG1x26	TNG	The Neutral Zone	cultural differences	major	100	frozen people and Enterprise crew				
TNG1x26	TNG	The Neutral Zone	coming to terms with things	major	341	the thawed out people did so in unique ways	Clare Raymond, Ralph Offenhouse, L.Q. Sonny Clemonds	individual		
TNG1x26	TNG	The Neutral Zone	exceedingly devious alien	major	226	Romulan			Romulan	
TNG1x26	TNG	The Neutral Zone	accumulation of wealth vs. personal development	major	1024	Ralph vs. Picard debate				
TNG1x26	TNG	The Neutral Zone	belonging	major	136	Troi helped Clare find her descendents	Clare Raymond	individual		
TNG1x26	TNG	The Neutral Zone	emotional overwhelm	minor	345	Clare on waking up in the future with no friends and family	Clare Raymond	individual		
TNG1x26	TNG	The Neutral Zone	future point of view	minor	215	crew's views toward frozen people				
TNG1x26	TNG	The Neutral Zone	coping with the death of one's entire family	minor	1110	Clare for her family	Clare Raymond	individual		
TNG1x26	TNG	The Neutral Zone	prejudice	minor	208	Worf vs. Romulan vs everyone	Worf	individual		
TNG1x26	TNG	The Neutral Zone	cooperation	minor	159	Picard with Romulans				
TNG1x26	TNG	The Neutral Zone	avarice	minor	128	Ralph	Ralph Offenhouse	individual		
TNG1x26	TNG	The Neutral Zone	the lust for gold	minor	163	Ralph	Ralph Offenhouse	individual		
TNG1x26	TNG	The Neutral Zone	xenophobia in society	minor	337	Worf and Romulan				
TNG1x26	TNG	The Neutral Zone	trust in a potential foe	minor	174	Picard in Romulans	Jean-Luc Picard	individual		
TNG1x26	TNG	The Neutral Zone	husband and wife	minor	149	Clare and husband	Clare Raymond/Donald Raymond	dyad		
TNG1x26	TNG	The Neutral Zone	grief	minor	63	Clare for her family	Clare Raymond	individual		
TNG1x26	TNG	The Neutral Zone	hubris	minor	228	Ralph	Ralph Offenhouse	individual		
TNG1x26	TNG	The Neutral Zone	coping with a terminal illness	minor	372	Ralph froze himself to to so	Ralph Offenhouse	individual		
TNG1x26	TNG	The Neutral Zone	coping with aging	minor	256	cope with using cryonics	Ralph Offenhouse	individual		
TNG1x26	TNG	The Neutral Zone	hedonism	minor	168	Sonny with the food synthesizer	L.Q. Sonny Clemonds			
TNG1x26	TNG	The Neutral Zone	matter replicator	minor	1245	Sonny used to make a martini				
TNG1x26	TNG	The Neutral Zone	apprehension	minor	87	frozen people woke up in a new world	Clare Raymond, Ralph Offenhouse, L.Q. Sonny Clemonds	individual		
TNG1x26	TNG	The Neutral Zone	amazement	minor	205	frozen people woke up in future	Clare Raymond, Ralph Offenhouse, L.Q. Sonny Clemonds	individual		
TNG1x26	TNG	The Neutral Zone	annoyance	minor	57	Picard at Ralph	Jean-Luc Picard	individual		
TNG1x26	TNG	The Neutral Zone	generosity	minor	192	Data at rescuing frozen people	Data	individual		
TNG1x26	TNG	The Neutral Zone	gluttony	minor	178	Sonny Clemonds at drinking and drugs	L.Q. Sonny Clemonds			
TNG1x26	TNG	The Neutral Zone	hospitality	minor	104	crew to frozen people				
TNG1x26	TNG	The Neutral Zone	humility	minor	114	Ralph gets a lesson in humility	Ralph Offenhouse	individual		
TNG1x26	TNG	The Neutral Zone	lust	minor	69	Sonny Clemonds makes pass at Beverly	L.Q. Sonny Clemonds	individual		
TNG1x26	TNG	The Neutral Zone	serenity	minor	108	Sonny Clemonds was surprisingly content in new settings	L.Q. Sonny Clemonds	individual		
TNG1x26	TNG	The Neutral Zone	pride	minor	73	Ralph	Ralph Offenhouse	individual		
TNG2x01	TNG	The Child	the thirst for knowledge	choice	158	Ian wants to know the world from a human point of view	Ian	individual		
TNG2x01	TNG	The Child	alien point of view	choice	105	Ian	Ian	individual	Ian's Species	
TNG2x01	TNG	The Child	mother and son	choice	154	Troi and Ian	Troi/Ian	dyad		
TNG2x01	TNG	The Child	incorporeal point of view	choice	466	Ian	Ian	individual		
TNG2x01	TNG	The Child	child rearing	major	302	Troi	Deanna Troi	individual		
TNG2x01	TNG	The Child	inquisitiveness	major	659	Ian	Ian	individual		
TNG2x01	TNG	The Child	incorporeal alien	major	259	Ian			Ian's Species	
TNG2x01	TNG	The Child	maternal love	major	179	Troi to Ian	Deanna Troi	individual		
TNG2x01	TNG	The Child	alien with alien values	major	147	Ian			Ian's Species	
TNG2x01	TNG	The Child	interest	major	95	Ian in humanity	Ian	individual		
TNG2x01	TNG	The Child	the nature of children	minor	278	Ian	Ian	individual		
TNG2x01	TNG	The Child	AI prejudice in society	minor	279	Pulaski				
TNG2x01	TNG	The Child	clash of wills	minor	93	Data/Pulaski	Data/Pulaski	dyad		
TNG2x01	TNG	The Child	abortion	minor	745	Worf suggests Troi have one, lol				
TNG2x01	TNG	The Child	leaving the nest	minor	849	Ian must return to his incorporeal realm				
TNG2x01	TNG	The Child	coping with the death of a child	minor	457	Troi copes with Ian's death	Deanna Troi	individual		
TNG2x01	TNG	The Child	prejudice	minor	208	Pulaski toward Data for being an android	Katherine Pulaski	individual		
TNG2x01	TNG	The Child	expecting parents	minor	637	Troi	Deanna Troi	individual		
TNG2x01	TNG	The Child	jealousy	minor	112	Riker demands to know who the father is	William T. Riker	individual		
TNG2x01	TNG	The Child	alien impregnation of human females	minor	1032	alien entity impregnated Troi				
TNG2x01	TNG	The Child	virgin birth	minor	1482	alien entity impregnated Troi				
TNG2x01	TNG	The Child	unplanned pregnancy	minor	976	alien entity impregnated Troi				
TNG2x01	TNG	The Child	mother's right to determine pregnancy	minor	1256	Troi takes exception to Worf's strong suggestion to abort the foetus				
TNG2x01	TNG	The Child	chastity	minor	175	Troi's virgin birth	Deanna Troi	individual		
TNG2x01	TNG	The Child	diligence	minor	89	Wesley diligent with his studies	Wesley Crusher	individual		
TNG2x01	TNG	The Child	grief	minor	63	Troi at Ian	Deanna Troi	individual		
TNG2x01	TNG	The Child	joy	minor	140	Troi having a child	Deanna Troi	individual		
TNG2x01	TNG	The Child	sloth	minor	162	Pulaski goes to bar instead of reporting for duty	Katherine Pulaski	individual		
TNG2x01	TNG	The Child	filial love	minor	248	Ian to Troi	Ian	individual		
TNG2x02	TNG	Where Silence Has Lease	alien point of view	choice	105	Nagilum	Nagilum	individual	Nagilum	
TNG2x02	TNG	Where Silence Has Lease	transcendental alien	choice	221	Nagilum			Nagilum	
TNG2x02	TNG	Where Silence Has Lease	alien with alien values	choice	147	Nagilum			Nagilum	
TNG2x02	TNG	Where Silence Has Lease	the thirst for knowledge	major	158	Nagilum	Nagilum	individual		
TNG2x02	TNG	Where Silence Has Lease	alien morals	major	233	Nagilum				
TNG2x02	TNG	Where Silence Has Lease	the calculus of human life	major	211	Picard choses to self-destruct the ship rather than hand over half his crew to Nagilum	Jean-Luc Picard	individual		
TNG2x02	TNG	Where Silence Has Lease	non-Euclidean space	major	877	Nagilum's realm did not obey the usual laws of space and time				
TNG2x02	TNG	Where Silence Has Lease	the nature of death	major	1436	Picard explaining				
TNG2x02	TNG	Where Silence Has Lease	extra-dimensional alien	major	527	Nagilum			Nagilum	
TNG2x02	TNG	Where Silence Has Lease	sacrifice self and crew to foil an enemy	major	1335	Picard may blow up ship to thwart Nagilum	Jean-Luc Picard	individual		
TNG2x02	TNG	Where Silence Has Lease	desperation	major	102	Picard in conflict with Nagilum	Jean-Luc Picard	individual		
TNG2x02	TNG	Where Silence Has Lease	the ethics of valuing human lives	major	145	Picard choses to self-destruct the ship rather than hand over half his crew to Nagilum	Jean-Luc Picard	individual		
TNG2x02	TNG	Where Silence Has Lease	facing a mortal enemy	major	91	Picard faces Nagilum	Jean-Luc Picard	individual		
TNG2x02	TNG	Where Silence Has Lease	man vs. space anomaly	major	285	crew vs. hole in space				
TNG2x02	TNG	Where Silence Has Lease	interest	major	95	Nagilum in humanity	Nagilum	individual		
TNG2x02	TNG	Where Silence Has Lease	male bonding	minor	194	Worf/Riker is calisthenics holo-program	Worf/Riker	dyad		
TNG2x02	TNG	Where Silence Has Lease	passion for space exploration	minor	477	Picard was curious to stay and explore the hole in space	Jean-Luc Picard	individual		
TNG2x02	TNG	Where Silence Has Lease	the scientific method	minor	363	Data discusses in relation to investigating the hole in space				
TNG2x02	TNG	Where Silence Has Lease	swallowing one's pride	minor	702	Pulaski after insulting Data	Katherine Pulaski	individual		
TNG2x02	TNG	Where Silence Has Lease	sneak attack tactic	minor	924	when in doubt, surprise them – Worf				
TNG2x02	TNG	Where Silence Has Lease	rage	minor	92	Worf at fake ship door	Worf	individual		
TNG2x02	TNG	Where Silence Has Lease	frustration	minor	349	Worf at fake ship	Worf	individual		
TNG2x02	TNG	Where Silence Has Lease	courage in the face of death	minor	409	crew before auto-destruct				
TNG2x02	TNG	Where Silence Has Lease	is there a higher power	minor	1213	Picard discuss at length with Nagilum				
TNG2x02	TNG	Where Silence Has Lease	alien experiment	minor	445	Nagilum conducts elaborate experiment on Humans				
TNG2x02	TNG	Where Silence Has Lease	conflict of moral codes	minor	241	Humans and Nagilum				
TNG2x02	TNG	Where Silence Has Lease	first strike tactic	minor	1154	when in doubt, surprise them – Worf				
TNG2x02	TNG	Where Silence Has Lease	inquisitiveness	minor	659	Nagilum	Nagilum	individual		
TNG2x02	TNG	Where Silence Has Lease	non-Euclidean geometry	minor	1263	Nagilum's realm did not obey the usual laws of space and time				
TNG2x02	TNG	Where Silence Has Lease	vigilance	minor	71	crew against Nagilum				
TNG2x02	TNG	Where Silence Has Lease	cruelty	minor	111	Nagilums experiment	Nagilum	individual		
TNG2x02	TNG	Where Silence Has Lease	malevolence	minor	170	Nagilum	Nagilum	individual		
TNG2x02	TNG	Where Silence Has Lease	ruthlessness	minor	85	Nagilum	Nagilum	individual		
TNG2x02	TNG	Where Silence Has Lease	sadism	minor	172	Nagilum	Nagilum	individual		
TNG2x02	TNG	Where Silence Has Lease	terror	minor	151	Ensign Haskell	Haskell	individual		
TNG2x03	TNG	Elementary, Dear Data	AI rights	choice	255	should Moriarty have the usual rights that come with being a person, if he was one				
TNG2x03	TNG	Elementary, Dear Data	the nature of sentience	choice	294	is Moriarty sentient or merely a hologram				
TNG2x03	TNG	Elementary, Dear Data	AI point of view	major	137	Moriarty and Data	Data, James Moriarty	individual		
